"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1600000US3807200","Bismarck city, North Dakota","77778","25",
"1600000US3825700","Fargo city, North Dakota","138059","2878",
"1600000US3901000","Akron city, Ohio","189669","31",
"1600000US3912000","Canton city, Ohio","69209","27",
"1600000US3915000","Cincinnati city, Ohio","314914","39",
"1600000US3916000","Cleveland city, Ohio","365391","56",
"1600000US3918000","Columbus city, Ohio","931551","3936",
"1600000US3921000","Dayton city, Ohio","136343","27",
"1600000US3944856","Lorain city, Ohio","65765","54",
"1600000US3961000","Parma city, Ohio","79354","28",
"1600000US3977000","Toledo city, Ohio","265651","53",
"1600000US4009050","Broken Arrow city, Oklahoma","122131","2313",
"1600000US4023200","Edmond city, Oklahoma","99036","34",
"1600000US4041850","Lawton city, Oklahoma","90039","47",
"1600000US4052500","Norman city, Oklahoma","131008","29",
"1600000US4055000","Oklahoma City city, Oklahoma","713014","298",
"1600000US4075000","Tulsa city, Oklahoma","413652","830",
"1600000US4105350","Beaverton city, Oregon","98302","34",
"1600000US4105800","Bend city, Oregon","106925","22",
"1600000US4123850","Eugene city, Oregon","178789","31",
"1600000US4131250","Gresham city, Oregon","111500","38",
"1600000US4134100","Hillsboro city, Oregon","110340","41",
"1600000US4147000","Medford city, Oregon","86313","49",
"1600000US4159000","Portland city, Oregon","636958","1441",
"1600000US4164900","Salem city, Oregon","180389","67",
"1600000US4202000","Allentown city, Pennsylvania","127225","85",
"1600000US4206088","Bethlehem city, Pennsylvania","79959","3497",
"1600000US4224000","Erie city, Pennsylvania","92936","21",
"1600000US4260000","Philadelphia city, Pennsylvania","1573916","*****",
"1600000US4261000","Pittsburgh city, Pennsylvania","307670","38",
"1600000US4263624","Reading city, Pennsylvania","96008","38",
"1600000US4269000","Scranton city, Pennsylvania","75915","40",
"1600000US4419180","Cranston city, Rhode Island","84445","28",
"1600000US4454640","Pawtucket city, Rhode Island","76996","26",
"1600000US4459000","Providence city, Rhode Island","194710","36",
"1600000US4474300","Warwick city, Rhode Island","83554","20",
"1600000US4513330","Charleston city, South Carolina","159011","3519",
"1600000US4516000","Columbia city, South Carolina","144281","206",
"1600000US4530850","Greenville city, South Carolina","74386","55",
"1600000US4548535","Mount Pleasant town, South Carolina","95606","20",
"1600000US4550875","North Charleston city, South Carolina","126015","47",
"1600000US4561405","Rock Hill city, South Carolina","75787","48",
"1600000US4652980","Rapid City city, South Dakota","79894","23",
"1600000US4659020","Sioux Falls city, South Dakota","209297","44",
"1600000US4714000","Chattanooga city, Tennessee","191495","38",
"1600000US4715160","Clarksville city, Tennessee","185680","37",
"1600000US4727740","Franklin city, Tennessee","89150","36",
"1600000US4737640","Jackson city, Tennessee","69300","21",
"1600000US4738320","Johnson City city, Tennessee","74879","1487",
"1600000US4740000","Knoxville city, Tennessee","198708","59",
"1600000US4748000","Memphis city, Tennessee","610936","64",
"1600000US4751560","Murfreesboro city, Tennessee","168382","36",
"1600000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee","704965","24",
"1600000US4801000","Abilene city, Texas","130033","303",
"1600000US4801924","Allen city, Texas","113761","57",
"1600000US4803000","Amarillo city, Texas","197979","3058",
"1600000US4804000","Arlington city, Texas","403657","79",
"1600000US4804462","Atascocita CDP, Texas","103937","13668",
"1600000US4805000","Austin city, Texas","993771","945",
"1600000US4806128","Baytown city, Texas","86395","2624",
"1600000US4807000","Beaumont city, Texas","112888","29",
"1600000US4810768","Brownsville city, Texas","191968","33",
"1600000US4810912","Bryan city, Texas","91544","32",
"1600000US4813024","Carrollton city, Texas","135256","505",
"1600000US4813552","Cedar Park city, Texas","79218","2033",
"1600000US4815976","College Station city, Texas","128017","36",
"1600000US4816432","Conroe city, Texas","114581","34",
"1600000US4817000","Corpus Christi city, Texas","317314","28",
"1600000US4819000","Dallas city, Texas","1326093","76",
"1600000US4819972","Denton city, Texas","165986","55",
"1600000US4822660","Edinburg city, Texas","108746","44",
"1600000US4824000","El Paso city, Texas","681724","47",
"1600000US4826232","Flower Mound town, Texas","79435","213",
"1600000US4827000","Fort Worth city, Texas","1014376","6611",
"1600000US4827684","Frisco city, Texas","235221","67",
"1600000US4829000","Garland city, Texas","250571","325",
"1600000US4829336","Georgetown city, Texas","101345","32",
"1600000US4830464","Grand Prairie city, Texas","207618","533",
"1600000US4832372","Harlingen city, Texas","72239","31",
"1600000US4835000","Houston city, Texas","2387910","2025",
"1600000US4837000","Irving city, Texas","258052","43",
"1600000US4839148","Killeen city, Texas","160618","31",
"1600000US4839952","Kyle city, Texas","65839","28",
"1600000US4841464","Laredo city, Texas","261408","2901",
"1600000US4841980","League City city, Texas","119398","2220",
"1600000US4842016","Leander city, Texas","86168","2811",
"1600000US4842508","Lewisville city, Texas","135181","397",
"1600000US4843888","Longview city, Texas","82941","977",
"1600000US4845000","Lubbock city, Texas","272085","30",
"1600000US4845384","McAllen city, Texas","148784","33",
"1600000US4845744","McKinney city, Texas","227515","60",
"1600000US4846452","Mansfield city, Texas","91367","3761",
"1600000US4847892","Mesquite city, Texas","151379","1518",
"1600000US4848072","Midland city, Texas","143637","18",
"1600000US4848768","Mission city, Texas","88570","31",
"1600000US4848804","Missouri City city, Texas","80865","4247",
"1600000US4850820","New Braunfels city, Texas","116465","50",
"1600000US4852356","North Richland Hills city, Texas","71428","39",
"1600000US4853388","Odessa city, Texas","123861","2999",
"1600000US4856000","Pasadena city, Texas","149615","33",
"1600000US4856348","Pearland city, Texas","131626","5227",
"1600000US4857176","Pflugerville city, Texas","66624","33",
"1600000US4857200","Pharr city, Texas","81145","21",
"1600000US4858016","Plano city, Texas","292615","1029",
"1600000US4861796","Richardson city, Texas","118217","48",
"1600000US4863500","Round Rock city, Texas","135665","1201",
"1600000US4863572","Rowlett city, Texas","71228","3597",
"1600000US4864472","San Angelo city, Texas","99661","3767",
"1600000US4865000","San Antonio city, Texas","1526621","96",
"1600000US4865600","San Marcos city, Texas","74319","23",
"1600000US4869596","Spring CDP, Texas","80983","14254",
"1600000US4870808","Sugar Land city, Texas","109853","33",
"1600000US4872176","Temple city, Texas","96268","30",
"1600000US4872656","The Woodlands CDP, Texas","140489","12879",
"1600000US4874144","Tyler city, Texas","112204","59",
"1600000US4875428","Victoria city, Texas","66025","28",
"1600000US4876000","Waco city, Texas","146603","38",
"1600000US4879000","Wichita Falls city, Texas","102373","20",
"1600000US4943660","Layton city, Utah","84336","46",
"1600000US4944320","Lehi city, Utah","93442","35",
"1600000US4955980","Ogden city, Utah","88661","30",
"1600000US4957300","Orem city, Utah","96642","32",
"1600000US4962470","Provo city, Utah","115496","64",
"1600000US4965330","St. George city, Utah","106289","25",
"1600000US4967000","Salt Lake City city, Utah","217783","33",
"1600000US4967440","Sandy city, Utah","92832","42",
"1600000US4970850","South Jordan city, Utah","86172","63",
"1600000US4982950","West Jordan city, Utah","116697","54",
"1600000US4983470","West Valley City city, Utah","138153","53",
"1600000US5101000","Alexandria city, Virginia","159102","*****",
"1600000US5103000","Arlington CDP, Virginia","239807","*****",
"1600000US5114440","Centreville CDP, Virginia","67421","6709",
"1600000US5116000","Chesapeake city, Virginia","254997","*****",
"1600000US5121088","Dale City CDP, Virginia","65783","7285",
"1600000US5135000","Hampton city, Virginia","137596","*****",
"1600000US5147672","Lynchburg city, Virginia","80301","*****",
"1600000US5156000","Newport News city, Virginia","183056","*****",
"1600000US5157000","Norfolk city, Virginia","231105","*****",
"1600000US5164000","Portsmouth city, Virginia","96482","*****",
"1600000US5166672","Reston CDP, Virginia","65052","6033",
"1600000US5167000","Richmond city, Virginia","233655","*****",
"1600000US5168000","Roanoke city, Virginia","97912","*****",
"1600000US5176432","Suffolk city, Virginia","103105","*****",
"1600000US5182000","Virginia Beach city, Virginia","454808","*****",
"1600000US5303180","Auburn city, Washington","86372","4575",
"1600000US5305210","Bellevue city, Washington","154387","50",
"1600000US5305280","Bellingham city, Washington","95880","70",
"1600000US5322640","Everett city, Washington","112999","53",
"1600000US5323515","Federal Way city, Washington","100242","45",
"1600000US5335275","Kennewick city, Washington","86721","37",
"1600000US5335415","Kent city, Washington","136587","38",
"1600000US5335940","Kirkland city, Washington","95495","31",
"1600000US5343955","Marysville city, Washington","76215","34",
"1600000US5353545","Pasco city, Washington","79921","4237",
"1600000US5357535","Redmond city, Washington","82199","37",
"1600000US5357745","Renton city, Washington","105551","46",
"1600000US5361115","Sammamish city, Washington","66465","48",
"1600000US5363000","Seattle city, Washington","780992","54",
"1600000US5363960","Shoreline city, Washington","66255","27",
"1600000US5365922","South Hill CDP, Washington","66731","8079",
"1600000US5367000","Spokane city, Washington","230604","35",
"1600000US5367167","Spokane Valley city, Washington","108287","73",
"1600000US5370000","Tacoma city, Washington","228187","64",
"1600000US5374060","Vancouver city, Washington","198988","41",
"1600000US5380010","Yakima city, Washington","97378","49",
"1600000US5502375","Appleton city, Wisconsin","74439","1929",
"1600000US5522300","Eau Claire city, Wisconsin","72382","998",
"1600000US5531000","Green Bay city, Wisconsin","106312","24",
"1600000US5537825","Janesville city, Wisconsin","66434","32",
"1600000US5539225","Kenosha city, Wisconsin","99574","26",
"1600000US5548000","Madison city, Wisconsin","285318","70",
"1600000US5553000","Milwaukee city, Wisconsin","563512","72",
"1600000US5560500","Oshkosh city, Wisconsin","67241","23",
"1600000US5566000","Racine city, Wisconsin","78063","32",
"1600000US5584250","Waukesha city, Wisconsin","71462","26",
"1600000US5613900","Cheyenne city, Wyoming","65698","28",
"1600000US7206593","Bayamón zona urbana, Puerto Rico","166470","2388",
"1600000US7210334","Caguas zona urbana, Puerto Rico","74695","5684",
"1600000US7214290","Carolina zona urbana, Puerto Rico","136303","3022",
"1600000US7232522","Guaynabo zona urbana, Puerto Rico","68908","3454",
"1600000US7263820","Ponce zona urbana, Puerto Rico","101024","3961",
"1600000US7276770","San Juan zona urbana, Puerto Rico","313579","3713",
